9,88,0.282114,2969,345.624,162.983
9,88,0.838203,6389,284.214,393.864
9,85,-0.329545,-198,-49.3853,-27.0138
9,87,-0.353363,-1601,225.293,-140.194
9,85,-0.0540182,1446,39.2775,39.4919
9,85,0.198664,2994,-7.62705,-105.449
9,81,-0.291236,-1977,-394.193,-387.328
9,88,0.23266,2627,283.546,-126.786
9,89,-0.316159,-2959,365.617,140.885
9,84,0.987328,6359,-67.8864,65.6371
9,87,-0.857194,-4657,191.304,-266.38
9,87,-0.287431,-1161,185.73,-212.483
9,88,0.977894,7127,304.028,264.186
9,86,0.573966,3305,62.4639,184.997
9,88,-0.953135,-5100,332.29,-321.027
9,86,0.964723,5221,90.8235,42.4982
9,82,0.278686,1324,-263.032,31.8139
9,82,0.282762,1352,-274.266,157.702
9,83,0.152416,1385,-223.263,32.4719
9,85,-0.122424,1030,-33.1955,-56.9524
9,87,-0.367384,-1693,241.973,-250.652
9,84,-0.155595,-942,-120.272,-224.703
9,82,0.313383,1562,-290.253,139.477
9,85,1.29591,8844,-4.56861,382.448
9,86,-0.0394121,-253,107.709,-76.2887
9,83,-0.521199,-3195,-213.486,6.13528
9,83,-1.01327,-5745,-226.467,-265.953
9,85,-0.417017,-698,-38.3651,-280.025
9,84,0.0777055,747,-112.393,147.388
9,82,-0.505912,-4276,-348.85,0.351501
9,83,-0.107177,-459,-168.201,-22.2706
9,83,1.06169,6527,-180.56,455.459
9,87,0.758819,5563,190.432,325.241
9,83,-0.743118,-4441,-219.243,-3.95273
9,84,0.039861,474,-141.737,116.71
9,88,0.615481,5117,258.047,219.011
9,89,-0.916211,-5934,397.407,-163.019
9,89,0.807973,4313,428.253,234.554
9,84,-0.0823857,-412,-129.776,-392.684
9,83,-1.25317,-6731,-153.021,-454.2
9,84,0.25266,1983,-130.47,222.99
9,82,-0.295779,-2824,-278.669,-270.479
9,86,-0.340501,-2067,135.036,261.515
9,85,0.440675,4444,-0.19268,58.5269
9,85,-0.483624,-1070,-38.6758,-234.119
9,88,0.91886,6820,350,233.224
9,82,1.03762,5810,-282.748,206.945
9,88,-0.768116,-4101,297.474,-448.057
9,84,-0.529563,-3510,-60.7571,-219.091
9,85,0.177829,2867,44.9638,-125.628
9,87,1.07726,7205,218.225,286.624
9,87,-0.30002,-1245,232.459,-112.113
9,83,-0.388808,-2373,-196.36,-217.615
9,85,0.739433,6119,16.94,133.577
9,85,0.810381,6494,-32.8685,230.35
9,83,1.27198,7348,-169.725,420.248
9,83,0.643237,4503,-159.322,315.512
9,86,0.619967,3546,55.5664,95.0362
9,87,-0.80889,-4387,200.861,-299.429
9,85,-0.295181,1,30.8186,-260.76
9,85,-0.0221033,1641,50,76.7175
9,88,-0.55533,-2843,340.37,-66.674
9,87,0.446215,3753,165.933,74.9461
9,84,0.300251,2308,-74.9013,22.4905
9,87,-0.322193,-1394,250,-397.912
9,83,-0.0455273,-21,-167.231,-126.928
9,81,0.0896632,994,-373.757,-78.0671
9,86,0.0673943,397,121.289,-90.0996
9,87,-0.80175,-4346,155.458,-99.4293
9,84,1.11537,6998,-68.3684,342.63
9,84,0.583703,4125,-63.7837,172.807
9,88,0.324883,3261,329.546,332.663
9,88,0.123592,1856,312.153,-14.1202
9,83,0.720029,4918,-227.025,388.854
9,87,0.381235,3348,215.991,195.558
9,85,1.1241,8054,-50,446.786
9,83,-0.351009,-2128,-157.371,133.806
9,87,0.366468,3255,235.788,191.297
9,83,0.832297,5488,-210.987,160.766
9,88,0.225229,2575,304.022,2.00771
9,82,0.397678,2128,-271.951,-54.6304
9,88,-0.48057,-2371,290.822,-263.742
9,86,-0.903708,-5076,150,-85.3908
9,81,-0.871293,-6020,-435.174,-299.479
9,82,-0.599852,-4891,-302.666,-204.36
9,86,-1.49988,-7632,55.8613,-206.008
9,83,-0.54999,-3366,-189.989,-323.01
9,84,-0.854834,-5465,-118.268,43.6733
9,83,0.103022,1037,-195.821,286.253
9,85,-0.897181,-3197,34.3043,-357.974
9,87,0.672037,5082,250,153.938
9,82,1.07151,5978,-344.648,375.376
9,88,-0.35749,-1561,326.35,-18.2389
9,84,-0.97816,-6141,-123.37,-238.471
9,86,-0.458543,-2748,134.637,29.9498
9,87,-0.391425,-1850,225.198,-98.163
9,88,1.11741,7825,325.351,260.952
9,88,-0.177063,-308,323.449,-81.7635
9,86,-0.862997,-4880,79.5295,-312.423
9,88,-0.323149,-1328,339.515,-180.644
9,82,-0.572523,-4715,-350,-276.189
9,85,0.0977321,2376,17.5828,53.2825
9,84,0.126659,1098,-109.517,350.293
9,88,0.311685,3171,299.022,350.158
9,84,0.909861,5958,-117.555,104.395
9,89,-0.47327,-3762,371.938,185.546
9,85,-0.386686,-526,-42.8392,47.6434
9,86,0.886856,4862,50,287.279
9,86,0.824295,4566,82.2976,464.085
9,82,-0.123807,-1579,-341.896,-304.595
9,85,0.611188,5418,-47.272,305.73
9,84,0.760934,5153,-150,368.607
9,81,0.758819,5656,-364.542,368.46
9,83,-0.170144,-902,-250,-70.2952
9,85,-0.190369,621,43.6686,-184.727
9,85,0.67147,5751,44.3958,420.856
9,89,-0.784055,-5289,427.589,-139.235
9,85,0.384323,4112,27.8541,196.698
9,84,-0.830177,-5326,-70.7826,-359.285
9,85,-0.778132,-2617,50,-257.734
9,83,-0.219049,-1241,-159.967,-395.968
9,86,0.831408,4600,107.919,394.194
9,82,0.477772,2648,-270.387,298.76
9,88,0.0414038,1265,319.441,88.7526
9,85,-1.07197,-4006,4.79068,-349.083
9,83,-1.09402,-6094,-182.624,-417.146
9,83,-0.582152,-3554,-204.277,-206.708
9,84,0.113369,1003,-84.193,-59.5103
9,88,0.016515,1085,333.582,-40.8817
9,82,-0.251128,-2505,-307.852,-6.4667
9,84,-0.26379,-1714,-93.6401,18.2453
9,84,-1.12136,-6888,-116.136,-316.865
9,83,-0.133945,-648,-225.424,-256.388
9,85,0.674211,5766,-44.4711,62.2467
9,86,0.553093,3194,55.9494,65.6497
9,86,0.210622,1258,70.5676,80.9601
9,88,0.839303,6395,350,333.732
9,83,0.392102,3002,-244.241,326.431
9,88,0.407495,3811,297.237,144.352
9,84,0.831533,5541,-145.894,93.4235
9,87,-0.0641132,366,248.043,222.542
9,84,-0.92697,-5864,-58.9007,-309.997
9,83,0.493713,3636,-201.109,6.53733
9,86,0.298686,1775,122.637,223.817
9,88,-0.058691,541,251.084,49.6473
9,86,-1.09216,-5945,112.166,-256.659
9,83,-0.640206,-3884,-155.602,-310.451
9,88,-0.774909,-4139,311.093,-181.105
9,85,-0.419139,-710,-50,-90.9133
9,83,-0.109999,-479,-158.933,73.8164
9,83,0.860267,5623,-172.782,398.594
9,84,0.707989,4854,-150,245.516
9,87,-0.401443,-1915,178.05,-277.778
9,85,0.278505,3479,19.379,367.785
9,84,0.827481,5519,-99.0919,242.809
9,87,-1.10169,-5952,223.147,-380.1
9,88,-0.942234,-5043,289.606,-388.017
9,85,0.499576,4785,29.4029,97.9286
9,84,-0.396669,-2632,-62.131,-383.531
9,88,0.131704,1914,282.37,22.7661
9,82,-0.15317,-1794,-286.607,-76.7644
9,85,0.487931,4718,-25.736,208.797
9,85,0.815904,6523,-27.164,374.852
9,87,0.510711,4144,197.503,356.418
9,82,0.0719562,-145,-270.768,142.219
9,89,-0.308613,-2917,401.512,-1.10804
9,89,-0.70689,-4909,386.049,-73.6144
9,81,0.619528,4781,-400.863,266.229
9,81,0.61401,4745,-384.421,175.486
9,81,0.912951,6574,-421.945,315.842
9,85,-1.12189,-4228,27.2698,-151.073
9,84,-0.701602,-4576,-96.4457,-337.493
9,89,-0.623895,-4507,364.243,1.72292
9,81,-1.005,-6844,-367.481,-463.737
9,89,-0.657114,-4673,363.664,-33.8439
9,84,-1.04201,-6479,-123.088,-387.059
9,89,0.916788,4786,402.603,273.392
9,82,0.468695,2590,-286.99,-26.5189
9,84,0.0984432,896,-114.654,-127.827
9,84,-0.808251,-5200,-118.904,-345.158
9,87,0.353522,3173,205.095,364.059
9,85,-1.15684,-4382,-16.9074,-435.268
9,86,-0.184482,-1136,121.762,-28.57
9,87,-0.89258,-4850,239.485,-429.702
9,87,-0.250015,-909,198.281,-73.2082
9,84,-0.0993624,-535,-143.479,-48.697
9,88,-1.1163,-5918,332.023,-392.37
9,82,0.603755,3430,-350,19.3523
9,83,0.176548,1554,-159.687,-77.9685
9,86,0.738313,4147,51.7028,216.531
9,82,-0.0917961,-1344,-279.656,25.1048
9,83,0.160253,1440,-191.751,222.194
9,81,-0.76113,-5313,-428.098,-178.877
9,88,1.10243,7751,292.455,456.274
9,85,0.122145,2526,35.6468,92.8163
9,82,0.238429,1044,-317.298,246.044
9,87,-0.283111,-1132,171.766,10.4826
9,84,0.151663,1276,-115.971,152.655
9,86,0.0103964,50,76.3643,145.151
9,83,-0.0782619,-254,-180.683,-31.0803
9,81,-0.681586,-4785,-362.383,11.2809
9,83,0.944521,6016,-222.917,435.845
9,82,1.0218,5731,-263.423,454.209
9,87,-0.142764,-176,185.742,71.6309
9,86,0.41219,2423,67.2385,93.465
9,88,-1.1074,-5874,335.723,-316.378
9,89,1.01466,5213,369.489,320.756
9,84,0.626702,4382,-104.085,170.988
9,83,1.06145,6526,-216.979,303.691
9,85,0.965991,7288,-2.52525,187.928
9,87,-0.721179,-3886,250,-181.199
9,82,-0.353374,-3232,-273.312,-168.301
9,82,-0.137024,-1676,-297.184,-98.6744
9,87,-0.511598,-2620,243.377,-138.15
9,82,1.09504,6093,-336.648,376.362
9,86,-1.06144,-5808,87.9291,-199.002
9,87,-1.03127,-5591,174.816,-432.409
9,86,-0.719726,-4162,74.7765,-77.4332
9,83,0.798611,5322,-180.296,401.587
9,87,0.842642,6013,197.095,279.356
9,85,-1.06194,-3961,-4.92168,-389.263
9,85,0.815142,6519,39.7922,8.2369
9,85,-0.603123,-1717,-42.9946,-291.521
9,87,-1.11917,-6042,207.223,-344.622
9,88,0.680598,5502,319.651,185.022
9,83,-0.705724,-4243,-222.786,-276.654
9,83,0.282457,2281,-156.689,181.41
9,85,0.460418,4559,1.71842,216.139
9,87,0.867277,6142,172.763,445.058
9,87,-0.263601,-1001,163.163,76.7973
9,88,-1.06231,-5653,338.953,-310.136
9,85,-0.910665,-3261,11.9205,-44.3521
9,84,-0.554265,-3668,-150,-168.458
9,86,0.672307,3815,116.558,191.518
9,88,-0.18778,-384,250.49,-73.2556
9,88,-0.161914,-200,309.268,65.1657
9,81,-1.06118,-7184,-384.096,-316.656
9,88,-0.844766,-4525,306.171,-425.799
9,88,-0.475238,-2337,350,-137.71
9,87,1.06486,7144,250,325.116
9,86,0.0289253,163,50.1277,122.459
9,86,-0.981792,-5444,150,-453.47
